factor,shapley,lo90,hi90,single_swap_p
RISK,-0.2979166666666666,-0.30563666666666667,-0.29106000000000004,0.21
HOLD,0.24173333333333344,0.2338733333333333,0.24916833333333335,0.998
MASS,-0.19443333333333324,-0.2006725,-0.18851833333333337,0.094
DENIAL,-0.18553333333333333,-0.19301749999999995,-0.17822666666666676,0.176
AIR,-0.13336666666666666,-0.13895666666666665,-0.12773250000000003,0.42
RESPONSE,-0.11948333333333333,-0.12610416666666666,-0.11436249999999999,0.472
