key,value
single.hostomel_2022__maleme_1941.lanchester.HOLD,0.0
single.hostomel_2022__maleme_1941.lanchester.MASS,0.459
single.hostomel_2022__maleme_1941.lanchester.RESPONSE,0.346
single.hostomel_2022__maleme_1941.lanchester.RISK,0.899
single.hostomel_2022__rethymno_1941.crt.AIR,0.62
single.hostomel_2022__rethymno_1941.crt.DENIAL,0.0
single.hostomel_2022__rethymno_1941.crt.HOLD,0.005
single.hostomel_2022__rethymno_1941.crt.MASS,0.4475
single.hostomel_2022__rethymno_1941.crt.RESPONSE,0.38
single.hostomel_2022__rethymno_1941.crt.RISK,0.8925
single.hostomel_2022__rethymno_1941.lanchester.AIR,0.606
single.hostomel_2022__rethymno_1941.lanchester.DENIAL,0.0
single.hostomel_2022__rethymno_1941.lanchester.HOLD,0.003
single.hostomel_2022__rethymno_1941.lanchester.MASS,0.407
single.hostomel_2022__rethymno_1941.lanchester.RESPONSE,0.346
single.hostomel_2022__rethymno_1941.lanchester.RISK,0.899
single.hostomel_2022__ypenburg_1940.crt.AIR,0.0275
single.hostomel_2022__ypenburg_1940.crt.DENIAL,0.5975
single.hostomel_2022__ypenburg_1940.crt.HOLD,0.035
single.hostomel_2022__ypenburg_1940.crt.MASS,0.29
single.hostomel_2022__ypenburg_1940.crt.RESPONSE,0.3475
single.hostomel_2022__ypenburg_1940.crt.RISK,0.93
single.hostomel_2022__ypenburg_1940.lanchester.AIR,0.022
single.hostomel_2022__ypenburg_1940.lanchester.DENIAL,0.602
single.hostomel_2022__ypenburg_1940.lanchester.HOLD,0.032
single.hostomel_2022__ypenburg_1940.lanchester.MASS,0.301
single.hostomel_2022__ypenburg_1940.lanchester.RESPONSE,0.317
single.hostomel_2022__ypenburg_1940.lanchester.RISK,0.94
single.maleme_1941__heraklion_1941.crt.AIR,0.035
single.maleme_1941__heraklion_1941.crt.DENIAL,0.2125
single.maleme_1941__heraklion_1941.crt.HOLD,0.03
single.maleme_1941__heraklion_1941.crt.MASS,0.145
single.maleme_1941__heraklion_1941.crt.RESPONSE,0.12
single.maleme_1941__heraklion_1941.crt.RISK,0.2425
single.maleme_1941__heraklion_1941.lanchester.AIR,0.396
single.maleme_1941__heraklion_1941.lanchester.DENIAL,0.628
single.maleme_1941__heraklion_1941.lanchester.HOLD,0.027
single.maleme_1941__heraklion_1941.lanchester.MASS,0.507
single.maleme_1941__heraklion_1941.lanchester.RESPONSE,0.419
single.maleme_1941__heraklion_1941.lanchester.RISK,0.662
single.maleme_1941__hostomel_2022.crt.AIR,0.035
single.maleme_1941__hostomel_2022.crt.DENIAL,0.0
single.maleme_1941__hostomel_2022.crt.HOLD,0.99
single.maleme_1941__hostomel_2022.crt.MASS,0.0
single.maleme_1941__hostomel_2022.crt.RESPONSE,0.145
single.maleme_1941__hostomel_2022.crt.RISK,0.08
