factor,shapley,lo90,hi90,single_swap_p
RISK,0.47675,0.4660824999999999,0.4879341666666667,0.94
HOLD,-0.4342333333333333,-0.44524833333333336,-0.42248333333333343,0.032
DENIAL,0.20393333333333336,0.1944658333333333,0.21412083333333323,0.602
AIR,-0.11711666666666667,-0.12460166666666661,-0.10992916666666666,0.022
MASS,-0.09596666666666667,-0.10297916666666665,-0.08909833333333332,0.26
RESPONSE,-0.0063666666666666654,-0.008317499999999997,-0.004382499999999999,0.317
