factor,shapley,lo90,hi90,single_swap_p
DENIAL,-0.2828428571428571,-0.2899192857142857,-0.275307857142857,0.0
RISK,-0.18450952380952382,-0.19374071428571432,-0.17594499999999996,0.202
HOLD,0.18079047619047617,0.17373166666666665,0.1872614285714286,0.998
MASS,-0.17260952380952382,-0.1791833333333333,-0.16634,0.012
RESPONSE,-0.10597619047619047,-0.11351809523809525,-0.09926809523809522,0.314
AIR,-0.10517619047619045,-0.11200047619047618,-0.09810214285714282,0.384
COMMAND,0.006323809523809521,-0.0040157142857142935,0.01697785714285714,0.638
