factor,shapley,lo90,hi90,single_swap_p
HOLD,0.2018833333333333,0.19622749999999994,0.2076016666666666,0.826
DENIAL,-0.07198333333333333,-0.07475,-0.06922916666666666,0.001
RISK,-0.07153333333333332,-0.07430333333333333,-0.0688808333333333,0.0
MASS,-0.03610000000000001,-0.038117500000000006,-0.03405,0.003
RESPONSE,-0.028733333333333333,-0.030667499999999997,-0.027065833333333338,0.008
AIR,-0.009533333333333331,-0.010650833333333335,-0.0086,0.011
