factor,shapley,lo90,hi90,single_swap_p
HOLD,0.17929166666666668,0.17056875000000002,0.18725000000000003,0.785
DENIAL,-0.06129166666666667,-0.06521041666666667,-0.05695416666666667,0.0
RISK,-0.060583333333333336,-0.06446875000000002,-0.05624166666666667,0.0
RESPONSE,-0.03287499999999999,-0.03591875,-0.03008333333333333,0.0075
MASS,-0.03166666666666666,-0.035002083333333336,-0.028283333333333337,0.005
AIR,-0.010375000000000004,-0.012212499999999998,-0.008787500000000002,0.0125
COMMAND,0.0,0.0,0.0,0.0175
