factor,shapley,lo90,hi90,single_swap_p
MASS,-0.06854166666666667,-0.07855208333333337,-0.05854166666666667,0.0475
AIR,-0.0672916666666667,-0.07813541666666668,-0.057291666666666664,0.05
HOLD,-0.052291666666666674,-0.07064583333333335,-0.0339375,0.065
RESPONSE,-0.044375000000000005,-0.053333333333333344,-0.03604166666666668,0.135
DENIAL,0.0,0.0,0.0,0.2425
RISK,0.0,0.0,0.0,0.2425
