factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.03506666666666667,-0.04147666666666667,-0.028842500000000007,0.0
MASS,0.024683333333333335,0.020144166666666664,0.029205833333333334,0.06
AIR,0.00993333333333333,0.007646666666666667,0.012205833333333327,0.027
DENIAL,-0.0079,-0.009551666666666668,-0.0062825,0.007
RISK,-0.00365,-0.005599999999999999,-0.002131666666666668,0.011
RESPONSE,0.0,0.0,0.0,0.012
