factor,shapley,lo90,hi90,single_swap_p
MASS,-0.5738,-0.5889825,-0.5604291666666666,0.008
RESPONSE,-0.1921166666666667,-0.20192666666666667,-0.1817758333333333,0.295
HOLD,0.17475000000000002,0.16050749999999994,0.1881533333333333,0.852
AIR,-0.07278333333333332,-0.07773750000000001,-0.06829666666666667,0.533
DENIAL,0.027149999999999983,0.02416666666666667,0.03008333333333331,0.698
RISK,0.02680000000000001,0.023598333333333343,0.030466666666666677,0.674
