factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.6205416666666667,-0.6355833333333333,-0.6064458333333334,0.005
RISK,0.3181666666666665,0.30565416666666656,0.3303791666666666,0.8925
DENIAL,-0.1514583333333333,-0.16509166666666664,-0.14020625,0.0
AIR,0.06454166666666666,0.056035416666666685,0.07271458333333335,0.6175
MASS,0.03304166666666668,0.026706249999999997,0.039675,0.4575
RESPONSE,0.01125,0.007622916666666667,0.0158375,0.38
