factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.020966666666666668,-0.026891666666666664,-0.015833333333333335,0.002
MASS,0.01195,0.009064166666666667,0.014985,0.044
DENIAL,-0.010216666666666666,-0.012734166666666668,-0.0077608333333333375,0.007
AIR,0.0056999999999999985,0.0036966666666666675,0.007751666666666665,0.03
RISK,-0.002466666666666666,-0.0039675000000000005,-0.0011133333333333366,0.015
RESPONSE,0.0,0.0,0.0,0.018
