factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.025083333333333332,-0.03275625,-0.01820625,0.005
MASS,0.02366666666666667,0.017458333333333336,0.030254166666666662,0.0775
DENIAL,-0.019041666666666665,-0.02475625,-0.014206250000000005,0.005
AIR,0.011791666666666662,0.006872916666666664,0.017054166666666655,0.045
RISK,-0.0038333333333333344,-0.00633541666666667,-0.0014562500000000018,0.0175
RESPONSE,0.0,0.0,0.0,0.0175
COMMAND,0.0,0.0,0.0,0.0175
