factor,shapley,lo90,hi90,single_swap_p
HOLD,0.31915,0.30675499999999994,0.33271666666666655,0.138
MASS,0.13681666666666667,0.13048333333333337,0.14399749999999997,0.03
AIR,0.08115000000000004,0.07686416666666665,0.0858725,0.031
COMMAND,0.05531666666666668,0.03692083333333335,0.07193583333333332,0.025
RESPONSE,0.03456666666666665,0.030646666666666666,0.039216666666666664,0.023
DENIAL,0.0,0.0,0.0,0.016
RISK,0.0,0.0,0.0,0.016
