factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.04854166666666667,-0.060445833333333324,-0.03599166666666667,0.0
MASS,0.045,0.03537500000000001,0.05479791666666666,0.1
AIR,0.02270833333333333,0.01753125,0.028295833333333336,0.055
DENIAL,-0.020625,-0.02542083333333334,-0.015664583333333332,0.005
RISK,-0.011041666666666668,-0.015043749999999998,-0.007704166666666668,0.0175
RESPONSE,0.0,0.0,0.0,0.0175
