factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.5235000000000001,-0.5431270833333333,-0.5036916666666666,0.0225
RISK,0.36308333333333326,0.3453645833333333,0.37917499999999993,0.8925
AIR,0.17687499999999995,0.16603958333333332,0.1888770833333333,0.6425
MASS,0.13691666666666666,0.12512083333333332,0.14913333333333334,0.4725
DENIAL,-0.12654166666666666,-0.14163541666666668,-0.11325833333333339,0.0
RESPONSE,0.02316666666666668,0.017747916666666655,0.029543750000000008,0.38
