factor,shapley,lo90,hi90,single_swap_p
HOLD,0.007874999999999997,0.0025395833333333325,0.016133333333333316,0.02
MASS,-0.003374999999999998,-0.006333333333333329,-0.0007916666666666669,0.01
RESPONSE,-0.0031666666666666653,-0.008041666666666662,-0.00012500000000000003,0.01
DENIAL,0.002041666666666667,0.00045625000000000017,0.004293749999999998,0.0125
AIR,0.0016249999999999993,0.00029166666666666664,0.0035833333333333316,0.015
COMMAND,0.0,0.0,0.0,0.0125
RISK,0.0,0.0,0.0,0.0125
