factor,shapley,lo90,hi90,single_swap_p
DENIAL,-0.034100000000000005,-0.0398025,-0.028764999999999995,0.002
HOLD,0.029233333333333326,0.024234166666666664,0.034233333333333345,0.075
RISK,-0.023433333333333323,-0.027866666666666654,-0.019390000000000004,0.001
AIR,0.011649999999999994,0.008982499999999997,0.014418333333333323,0.025
MASS,0.0026499999999999996,0.0009666666666666665,0.004017499999999999,0.018
RESPONSE,0.0,0.0,0.0,0.018
COMMAND,0.0,0.0,0.0,0.018
