factor,shapley,lo90,hi90,single_swap_p
HOLD,0.31470833333333326,0.30183333333333345,0.32567291666666665,0.99
RISK,-0.2703333333333333,-0.28233749999999996,-0.2586583333333333,0.1225
MASS,-0.13320833333333335,-0.14312708333333332,-0.12419375,0.065
AIR,-0.13037500000000002,-0.13912708333333332,-0.12227916666666667,0.1675
DENIAL,-0.0901666666666667,-0.09946041666666665,-0.08016666666666669,0.2675
RESPONSE,-0.08562499999999999,-0.09226041666666668,-0.07928541666666665,0.3275
