factor,shapley,lo90,hi90,single_swap_p
DENIAL,-0.27101904761904766,-0.27734023809523806,-0.26361357142857134,0.0
RISK,-0.20528571428571424,-0.21432214285714288,-0.1973714285714286,0.132
HOLD,0.17534761904761903,0.16870690476190478,0.18164476190476192,0.998
MASS,-0.1657190476190477,-0.17246309523809522,-0.15891452380952376,0.012
RESPONSE,-0.10448571428571428,-0.1117540476190476,-0.09789333333333335,0.314
AIR,-0.09451904761904764,-0.10079023809523814,-0.08729928571428569,0.382
COMMAND,0.00568095238095238,-0.0034499999999999943,0.016302142857142852,0.638
