factor,shapley,lo90,hi90,single_swap_p
DENIAL,-0.04779166666666666,-0.05504375,-0.038789583333333336,0.005
HOLD,0.03720833333333334,0.02915625,0.04384166666666667,0.0675
RISK,-0.030499999999999996,-0.03775,-0.023706250000000005,0.0
AIR,0.019708333333333335,0.014079166666666669,0.02509583333333332,0.025
MASS,0.016374999999999997,0.012747916666666671,0.020416666666666663,0.0175
RESPONSE,0.0,0.0,0.0,0.01
