factor,shapley,lo90,hi90,single_swap_p
HOLD,0.009049999999999997,0.005764166666666665,0.012818333333333326,0.019
MASS,-0.007366666666666666,-0.010049999999999998,-0.004846666666666669,0.006
AIR,0.002383333333333334,0.001331666666666667,0.003450833333333332,0.012
DENIAL,0.00205,0.0007808333333333339,0.0033499999999999997,0.01
RESPONSE,-0.0011166666666666662,-0.003518333333333333,0.0007166666666666665,0.008
COMMAND,0.0,0.0,0.0,0.011
RISK,0.0,0.0,0.0,0.011
