factor,shapley,lo90,hi90,single_swap_p
HOLD,-0.6193,-0.6278108333333333,-0.6101958333333333,0.003
RISK,0.33643333333333325,0.3286125,0.3435849999999998,0.899
DENIAL,-0.13438333333333333,-0.14188416666666667,-0.12671583333333333,0.0
AIR,0.07263333333333333,0.06596166666666661,0.07843583333333334,0.606
MASS,0.02778333333333333,0.024145833333333328,0.03170083333333332,0.407
RESPONSE,0.009833333333333322,0.007581666666666668,0.012319166666666674,0.346
COMMAND,0.0,0.0,0.0,0.329
