factor,shapley,lo90,hi90,single_swap_p
MASS,-0.17985,-0.18955583333333334,-0.16991583333333332,0.005
HOLD,0.17600000000000002,0.16568833333333333,0.1869041666666666,0.261
RESPONSE,-0.06016666666666665,-0.06692083333333333,-0.05392083333333333,0.007
DENIAL,0.026766666666666664,0.02439916666666667,0.028934999999999995,0.011
RISK,0.020566666666666667,0.018233333333333334,0.022817499999999998,0.013
AIR,0.013683333333333332,0.012015833333333333,0.015234166666666672,0.014
