factor,shapley,lo90,hi90,single_swap_p
HOLD,0.17600000000000002,0.16728541666666663,0.18421458333333332,0.7425
DENIAL,-0.06091666666666666,-0.06462916666666665,-0.05633333333333333,0.0
RISK,-0.06091666666666666,-0.06462916666666665,-0.05633333333333333,0.0
RESPONSE,-0.031625,-0.03487499999999999,-0.02883125,0.005
MASS,-0.029750000000000002,-0.032418749999999996,-0.02654166666666667,0.005
AIR,-0.0052916666666666685,-0.006418750000000003,-0.00420625,0.01
COMMAND,0.0,0.0,0.0,0.0125
